MRfield,meanRatio,sdRatio,cvRatio
7,0.041023253427798945,0.056141528041568654,136.8529391272633
9.4,0.05571219061608409,0.06789179336635533,121.86164754174105
11.7,NA,NA,NA
14.1,0.028145398065000354,0.012544582800415618,44.57063556693903
15.2,NA,NA,NA
NA,NA,NA,NA
