MRsequence,meanSNR,sdSNR,cvSNR
PRESS,0.30576111796467914,0.18624373223849106,60.911515982880964
SPECIAL,0.429028204968631,0.17846897806265535,41.598425463823375
sLASER,0.6998669510650932,0.70986033924565,101.42789828343062
STEAM,0.26701372641272353,0.1402576005692649,52.52823607744739
LASER,1.1128412373978138,0.1310128671395718,11.772826413758953
sSPECIAL,0.2664618712801405,0.07019895639444257,26.34484103004741
NA,NA,NA,NA
