MRsequence,meanProduct,sdProduct,cvProduct
PRESS,4.624092527916025,4.129546287579003,89.30500985109173
SPECIAL,6.153379056526777,3.5164484091331767,57.14662426660266
sLASER,8.234950478432408,8.057004245493335,97.83913414652439
STEAM,3.464832605846999,3.3962934607363393,98.02186273025144
LASER,6.877233258946461,3.086997241740428,44.88719700941672
sSPECIAL,2.6676973604508767,0.6238196457807534,23.384198486267554
NA,NA,NA,NA
