meanLW,sdLW,cvLW,meanSNR,sdSNR,cvSNR,meanRatio,sdRatio,cvRatio,meanProduct,sdProduct,cvProduct
0.1309558807395599,0.1499785283610477,114.52599723972634,0.4253207299420695,0.3938833748426546,92.60855329019661,0.04691518512401051,0.060647958562441914,129.271489395452,5.167100631596921,4.885293757910753,94.54613150046055
