MRfield,meanProduct,sdProduct,cvProduct
7,5.363423481256459,5.767658309297842,107.5368806780606
9.4,5.329050408327791,4.110342307325443,77.13085807749437
11.7,NA,NA,NA
14.1,2.6676973604508767,0.6238196457807534,23.384198486267554
15.2,NA,NA,NA
NA,NA,NA,NA
