MRfield,meanSNR,sdSNR,cvSNR
7,0.4175730419119115,0.47422777353638185,113.56762193389433
9.4,0.45642886403066835,0.31977180941233374,70.05950644498408
11.7,NA,NA,NA
14.1,0.2664618712801405,0.07019895639444257,26.34484103004741
15.2,NA,NA,NA
NA,NA,NA,NA
