MRvendor,AnimalSpecies,meanLW,sdLW,cvLW,meanSNR,sdSNR,cvSNR,meanRatio,sdRatio,cvRatio,meanProduct,sdProduct,cvProduct
Bruker,Rat,0.04166195141392544,0.047003941744474746,112.82222783439701,0.222294958984024,0.061836642580394,27.81738410219105,0.027962140418946704,0.013061187864416257,46.71025775825875,2.1586184450625647,1.216031641360779,56.333792761857644
Bruker,Mouse,0.2042612644011887,0.17509347954406623,85.72035430083595,0.5575619347156441,0.5026906608255045,90.15871233782775,0.051891424207377405,0.06496292078168207,125.19009022004505,7.573489078659134,5.765826407802736,76.13170558402074
Varian,Rat,0.0729966605712818,0.1341948149492404,183.83692335925167,0.32157639328069537,0.31345396597499714,97.4741842139487,0.06438223890303224,0.09739284511749788,151.27284601609423,2.1955191860898498,1.3523223335985246,61.594648872414005
Varian,Mouse,0.11950077918699742,0.031108415186815754,26.03197686111873,0.4846097210874756,0.1620200201197641,33.433093285084624,0.04372598261216038,0.017841774965287372,40.803599826537685,6.304062505022431,3.563395550875406,56.52538419529402
NA,Rat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
