CompID,SiteID,DP,AnimalID,AnimalSpecies,AnimalStrain,AnimalAge,AnimalSex,AnimalWeight,MRvendor,MRfield,MRcoil,Cryoprobe,MRsequence,MRbrainregion,MRVoxSize,MRvoxelvolume,MRaverages,MRsoftwareversion,MRSsw,MRSnpts,MRSTE,MRSTR,MRSshim,LW,LW_hz,SNR,SNR_LW_Ratio,CompCheck
compMRS161,S01,DP21,sub-01,Mouse,C57BL-6,126,M,41,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0275515654392645,8.27435843153417,30.4616706894228,1105.62395289565,pass
compMRS162,S01,DP21,sub-02,Mouse,C57BL-6,124,M,44,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0304758979416894,9.15260931003138,32.54639705549,1067.93890430274,pass
compMRS163,S01,DP21,sub-03,Mouse,C57BL-6,82,M,39,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.029341383802603,8.8118405092693,28.4170022075747,968.495637382096,pass
compMRS164,S01,DP21,sub-04,Mouse,C57BL-6,85,M,38,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0273273510488956,8.20699475921172,35.2114333933925,1288.50518041029,pass
compMRS165,S01,DP21,sub-05,Mouse,C57BL-6,132,F,30.58,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0220974801167738,6.63636832403607,32.9675912586955,1491.9163218828,pass
compMRS166,S01,DP21,sub-06,Mouse,C57BL-6,126,F,21.32,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0333238613200894,10.0078935702967,27.1524868430127,814.806140927124,pass
compMRS167,S01,DP21,sub-07,Mouse,C57BL-6,105,F,17.15,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0233701598491521,7.01855106486478,39.5721027998219,1693.27480236545,pass
compMRS168,S01,DP21,sub-08,Mouse,C57BL-6,105,F,16.38,Bruker,7,"Rx-only surface coil with volume Tx",FALSE,PRESS,Lhippocampus,3.0 x 1.5 x 2.0,9,250,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0206824316403907,6.2113780202525,38.6297996064864,1867.75908549584,pass
compMRS169,S02,DP22,sub-01,Rat,Wistar,65,F,224,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0108038279874917,6.47602005977815,72.9784825170365,6754.8726804544,pass
compMRS170,S02,DP22,sub-02,Rat,Wistar,65,F,218,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0135758380553961,8.13761465732051,56.9390697757199,4194.14768674909,pass
compMRS171,S02,DP22,sub-03,Rat,Wistar,65,M,339,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0159140721209546,9.53919686295639,45.908460557827,2884.77142801043,pass
compMRS172,S02,DP22,sub-04,Rat,Wistar,65,M,319,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0113795651991913,6.8211262884333,54.37681153203,4778.46126633153,pass
compMRS173,S02,DP22,sub-05,Rat,Wistar,66,F,208,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0121240240768754,7.26737037156184,64.1139297739109,5288.1724225703,pass
compMRS174,S02,DP22,sub-06,Rat,Wistar,66,M,347,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0126961550183128,7.6103135069138,53.0384219063131,4177.51845576955,pass
compMRS175,S02,DP22,sub-07,Rat,Wistar,64,F,197,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0158848249357601,9.52167684452872,50.8887422013294,3203.60736785761,pass
compMRS176,S02,DP22,sub-08,Rat,Wistar,65,M,316,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lhippocampus,2.8 x 2 x 2,11.2,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0126000043439438,7.5526820432044,59.3038421947093,4706.65251978375,pass
compMRS177,S02,DP23,sub-01,Rat,Wistar,65,F,224,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0148232297261812,8.88532525766731,59.0802541151389,3985.65327573584,pass
compMRS178,S02,DP23,sub-02,Rat,Wistar,65,F,218,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0158994992561525,9.53046062827351,55.6450729927465,3499.80034567528,pass
compMRS179,S02,DP23,sub-03,Rat,Wistar,65,M,339,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0174331542703475,10.4497624337613,46.2484964288194,2652.90467299338,pass
compMRS180,S02,DP23,sub-04,Rat,Wistar,65,M,319,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.015157853791048,9.08590370068302,53.0748576761448,3501.47576350748,pass
compMRS181,S02,DP23,sub-05,Rat,Wistar,66,F,208,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0147078986750567,8.81619345741632,58.1747995527574,3955.34405274472,pass
compMRS182,S02,DP23,sub-06,Rat,Wistar,66,M,347,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0121922144325114,7.30824209799851,48.8311920910607,4005.11263654032,pass
compMRS183,S02,DP23,sub-07,Rat,Wistar,64,F,197,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.019041030422431,11.4135640302767,55.0702730893997,2892.18975379215,pass
compMRS184,S02,DP23,sub-08,Rat,Wistar,65,M,316,Bruker,14.1,"homemade quad Tx/Rx - 2 loops",FALSE,sSPECIAL,Lstriatum,2.5 x 2.5 x 2.5,15.625,256,PV360 v1.1,7142.86,4096,9.3,4000,MAPSHIM,0.0134909555773504,8.08673428269023,57.4984997480078,4262.00348954825,pass
compMRS185,S14,DP24,sub-01,Mouse,B6129SF2-J,276,M,35.1,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0165327713222203,4.96519695849556,18.4836602905942,1118.00132780836,pass
compMRS186,S14,DP24,sub-02,Mouse,B6129SF2-J,280,M,40,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0225929158496701,6.78519446751097,14.3482485373908,635.077323921441,pass
compMRS187,S14,DP24,sub-03,Mouse,B6129SF2-J,280,M,40.3,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0209387583226906,6.28843926470793,19.5670392016913,934.48899405306,pass
compMRS188,S14,DP24,sub-04,Mouse,B6129SF2-J,297,M,41.2,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0179387255187029,5.38743236797915,18.479906870458,1030.16832779959,pass
compMRS189,S14,DP24,sub-05,Mouse,B6129SF2-J,297,M,37.5,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0219230653096257,6.58403213454939,19.2976175352029,880.242669656691,pass
compMRS190,S14,DP24,sub-06,Mouse,B6129SF2-J,263,M,41.6,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0224531009287222,6.74323893916885,15.1139413359833,673.133808286116,pass
compMRS191,S14,DP24,sub-07,Mouse,B6129SF2-J,263,M,33.9,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0271268576775311,8.14685764394132,16.0114681350247,590.244116195103,pass
compMRS192,S14,DP24,sub-08,Mouse,B6129SF2-J,517,M,40,Bruker,7,"cryoprobe",TRUE,STEAM,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3311.26,8192,3,3345.8768,MAPSHIM,0.0185443998719927,5.5692959078922,21.1962548596054,1143.000313082,pass
compMRS193,S14,DP25,sub-01,Mouse,B6129SF2-J,276,M,35.1,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.022488960638517,6.75398835772863,24.7168328944505,1099.0651498637,pass
compMRS194,S14,DP25,sub-02,Mouse,B6129SF2-J,280,M,40,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0432069085993501,12.9760720696251,16.8483642538878,389.946071127644,pass
compMRS195,S14,DP25,sub-03,Mouse,B6129SF2-J,280,M,40.3,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0288313491768925,8.65878494096392,26.5104559073784,919.501052299895,pass
compMRS196,S14,DP25,sub-04,Mouse,B6129SF2-J,297,M,41.2,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0215259721116933,6.46476881449261,29.9179576848275,1389.85396476359,pass
compMRS197,S14,DP25,sub-05,Mouse,B6129SF2-J,297,M,37.5,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0385430433596987,11.5754175695119,16.3501345805488,424.204555617545,pass
compMRS198,S14,DP25,sub-06,Mouse,B6129SF2-J,263,M,41.6,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0451413539893564,13.5571019535568,16.656622658828,368.988104848503,pass
compMRS199,S14,DP25,sub-07,Mouse,B6129SF2-J,263,M,33.9,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0546727163075002,16.4195533100565,20.8180778495927,380.776358952131,pass
compMRS200,S14,DP25,sub-08,Mouse,B6129SF2-J,517,M,40,Bruker,7,"cryoprobe",TRUE,PRESS,Rhippocampus,2.0 x 1.0 x 2.0,4,128,PV6.0,3301.06,8192,16.168,3359.7475,MAPSHIM,0.0214718583354477,6.44847682253953,7.32144014294036,340.978411302829,pass
compMRS201,S01,DP26,sub-01,Rat,Fischer-344,405,M,530,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0209300514549141,6.2857705475041,83.5587544872844,3992.28614737427,pass
compMRS202,S01,DP26,sub-02,Rat,Fischer-344,427,F,276,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0210388475742826,6.31844467552022,62.8033557894864,2985.11387411997,pass
compMRS203,S01,DP26,sub-03,Rat,Fischer-344,437,F,327,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.027135308755145,8.14933504082576,81.7942597386068,3014.31100256408,pass
compMRS204,S01,DP26,sub-04,Rat,Fischer-344,447,F,281,Bruker,7,"Volume Tx + Rx surface coil | For ses-02 Volume Tx + Rx array",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0195243708615117,5.86360790680719,74.058635312734,3793.13811635925,pass
compMRS205,S01,DP26,sub-05,Rat,Fischer-344,430,M,539,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0205344828642133,6.16697052412827,85.7545142668765,4176.1224197336,pass
compMRS206,S01,DP26,sub-06,Rat,Fischer-344,455,M,560,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0210380909966054,6.3182168409578,51.218731043774,2434.57122854152,pass
compMRS207,S01,DP26,sub-07,Rat,Fischer-344,451,M,585,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0229459889951943,6.89119659640619,94.1079228053794,4101.27987183681,pass
compMRS208,S01,DP26,sub-08,Rat,Fischer-344,451,M,585,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Lhippocampus,2.5 x 3.5 x 3.5,30.625,256,PV6.0.1,4000,2048,8.774,2500,MAPSHIM,0.0211008517222314,6.33705900083282,74.9461561282561,3551.80715521993,pass
compMRS209,S15,DP27,sub-01,Mouse,BALB-c,87,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0195462345272844,5.87038171421443,28.9585464537404,1481.54092867951,pass
compMRS210,S15,DP27,sub-02,Mouse,BALB-c,87,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0215707212885748,6.47840427903488,29.8898597397099,1385.66807015125,pass
compMRS211,S15,DP27,sub-03,Mouse,BALB-c,87,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0210168398878945,6.31205458550396,28.056520927425,1334.95430697863,pass
compMRS212,S15,DP27,sub-04,Mouse,BALB-c,94,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0185817632880284,5.58072451416657,28.3833849398546,1527.48608944669,pass
compMRS213,S15,DP27,sub-05,Mouse,BALB-c,90,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0156722745161164,4.7069068822599,34.3076146511323,2189.06417290307,pass
compMRS214,S15,DP27,sub-06,Mouse,BALB-c,90,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0221483855198443,6.65189616271001,26.6681378319186,1204.06689724742,pass
compMRS215,S15,DP27,sub-07,Mouse,BALB-c,94,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,MAPSHIM,0.0372262531244189,11.1802857745391,22.3855363051213,601.337347336667,pass
compMRS216,S15,DP27,sub-08,Mouse,BALB-c,90,M,NaN,Bruker,7,"Volume Tx + Rx surface coil",FALSE,PRESS,Rhippocampus,2.3 x 1.2 x 2.0,5.52,256,PV360 v3.4,4065,2048,11,2500,Other,0.0169455313144602,5.08930806309001,31.8464356533025,1879.34122939697,pass
compMRS217,S16,DP28,sub-01,Mouse,C57BL-6,73,F,21,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0138244135924217,5.53297478287881,34.8520698547363,2521.05224609375,pass
compMRS218,S16,DP28,sub-02,Mouse,C57BL-6,73,F,23.4,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0153421897399231,6.14044635951567,38.3059463500977,2496.77172851562,pass
compMRS219,S16,DP28,sub-03,Mouse,C57BL-6,73,F,20.3,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0165272519209165,6.61474036465835,32.8312797546387,1986.49353027344,pass
compMRS220,S16,DP28,sub-04,Mouse,C57BL-6,73,F,21.9,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0150494204155722,6.02326443102547,33.3189544677734,2213.96923828125,pass
compMRS221,S16,DP28,sub-05,Mouse,C57BL-6,74,M,21.1,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0116120815707967,4.64753095325988,40.9491081237793,3526.42260742188,pass
compMRS222,S16,DP28,sub-06,Mouse,C57BL-6,74,M,20.8,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0127964559316955,5.12155090220312,32.5306243896484,2542.15893554688,pass
compMRS223,S16,DP28,sub-07,Mouse,C57BL-6,75,M,20.8,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0155180886865105,6.21084363506259,33.8201560974121,2179.40209960938,pass
compMRS224,S16,DP28,sub-08,Mouse,C57BL-6,75,M,22.8,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.0 x 1.2 x 1.6,3.84,320,vnmrj_4.2_A,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0128215940996335,5.13161743986579,36.5469093322754,2850.41845703125,pass
compMRS225,S16,DP29,sub-01,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,3.0 x 1.5 x 3.0,13.5,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0132645572034392,5.30896901017331,41.7517710379432,3147.61890635279,pass
compMRS226,S16,DP29,sub-02,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0129875418758318,5.19809717577621,42.2060536700706,3249.73378900982,pass
compMRS227,S16,DP29,sub-03,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0157334837679004,6.29711953753298,27.1075548952068,1722.92133739077,pass
compMRS228,S16,DP29,sub-04,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,3.1 x 2.1 x 3.0,19.53,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0136137155498292,5.44872591393948,46.0082123419245,3379.54852762453,pass
compMRS229,S16,DP29,sub-05,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.015205262877535,6.08572216222152,36.6188934293429,2408.30386980323,pass
compMRS230,S16,DP29,sub-06,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0163531635362597,6.5451448247948,35.649444002027,2179.97232908371,pass
compMRS231,S16,DP29,sub-07,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0130999472476928,5.24307057701721,29.6520503886361,2263.5244118146,pass
compMRS232,S16,DP29,sub-08,Rat,Sprague-Dawley,56,M,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lhippocampus,2.5 x 1.5 x 3.0,11.25,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0161696796314781,6.47170829341814,25.7720290266806,1593.84908137013,pass
compMRS233,S16,DP30,sub-01,Mouse,C57BL-6,90,F,21,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0153244563420505,6.13338534715511,20.346567196015,1327.7186963027,pass
compMRS234,S16,DP30,sub-02,Mouse,C57BL-6,90,F,21,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0152149133454042,6.08954096451714,15.0553181169026,989.510605490912,pass
compMRS235,S16,DP30,sub-03,Mouse,C57BL-6,90,F,20,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0191004189764311,7.64465809907379,16.5080732985057,864.278072584474,pass
compMRS236,S16,DP30,sub-04,Mouse,C57BL-6,90,M,27,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0142427197223004,5.70043592504526,18.9518991284141,1330.63765193247,pass
compMRS237,S16,DP30,sub-05,Mouse,C57BL-6,90,M,21,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0132364080980909,5.29767386132145,18.8976347460023,1427.70112601227,pass
compMRS238,S16,DP30,sub-06,Mouse,C57BL-6,90,M,24,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0145466521261725,5.82208158299638,17.3257786989435,1191.04922209357,pass
compMRS239,S16,DP30,sub-07,Mouse,C57BL-6,90,M,21,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,240,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0158989092913863,6.36329905400017,19.5577398238608,1230.13091435504,pass
compMRS240,S16,DP30,sub-08,Mouse,C57BL-6,90,M,22,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,1.6 x 1.8 x 1.8,5.184,232,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0168393902586013,6.73970633812555,12.0881587335067,717.850144682776,pass
compMRS241,S16,DP31,sub-01,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.013076465276641,5.23367386947862,25.5006386171368,1950.11710562866,pass
compMRS242,S16,DP31,sub-02,Rat,Sprague-Dawley,37,,NaN,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,STEAM,Lstriatum,2.4 x 2.0 x 2.5,12,320,vnmr6.1c,5000,4096,2,5000,FASTMAP-FASTESTMAP,0.0161361817597064,6.45828216594477,25.8422331280029,1601.50855467762,pass
