CompID,SiteID,DP,AnimalID,AnimalSpecies,AnimalStrain,AnimalAge,AnimalSex,AnimalWeight,MRvendor,MRfield,MRcoil,Cryoprobe,MRsequence,MRbrainregion,MRVoxSize,MRvoxelvolume,MRaverages,MRsoftwareversion,MRSsw,MRSnpts,MRSTE,MRSTR,MRSshim,LW,LW_hz,SNR,SNR_LW_Ratio,CompCheck
compMRS078,S06,DP10,sub-06,Mouse,C57BL-6J,160,F,NaN,Bruker,9.4,"Homemade loop surface",FALSE,PRESS,Rhippocampus,2 x 1 x 2,4,256,PV360 v3.5,6060.6,2048,16.5,2500,MAPSHIM,0.0417374003421481,16.7082667827748,32.1790029315378,770.987236093911,pass
compMRS079,S06,DP10,sub-07,Mouse,C57BL-6J,160,F,NaN,Bruker,9.4,"Homemade loop surface",FALSE,PRESS,Rhippocampus,2 x 1 x 2,4,256,PV360 v3.5,6060.6,2048,16.5,2500,MAPSHIM,0.0423430915096038,16.950737192745,32.5290111292352,768.224755668994,pass
compMRS080,S06,DP10,sub-08,Mouse,C57BL-6J,160,F,NaN,Bruker,9.4,"Homemade loop surface",FALSE,PRESS,Rhippocampus,2 x 1 x 2,4,256,PV360 v3.5,6060.6,2048,16.5,2500,MAPSHIM,0.0303480191309024,12.1488815571636,35.2188863625996,1160.50033482209,pass
compMRS081,S07,DP11,sub-01,Rat,Sprague Dawley,193,,407,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0220613178639423,8.83239977759771,84.2173698060852,3817.42243711254,pass
compMRS082,S07,DP11,sub-02,Rat,Sprague Dawley,175,,409,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0253983263104093,10.1683963602266,79.4072056309124,3126.47395188272,pass
compMRS083,S07,DP11,sub-03,Rat,Sprague Dawley,165,,523,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0200553129994544,8.0292892483872,66.3236669077568,3307.03723794095,pass
compMRS084,S07,DP11,sub-04,Rat,Sprague Dawley,202,,473,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0241521904067429,9.66949432600429,123.781936466974,5125.08117824443,pass
compMRS085,S07,DP11,sub-05,Rat,Sprague Dawley,224,,428,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0253075572165695,10.1320468858194,122.477053793765,4839.54467614821,pass
compMRS086,S07,DP11,sub-06,Rat,Sprague Dawley,234,,500,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0203343210746434,8.14097015465807,168.158035108239,8269.66558120936,pass
compMRS087,S07,DP11,sub-07,Rat,Sprague Dawley,185,,487,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0268597221204304,10.7534701596099,116.935740424056,4353.57223353813,pass
compMRS088,S07,DP11,sub-08,Rat,Sprague Dawley,242,,478,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,3 x 2.5 x 3,22.5,320,VNMRJ 1.1D,5000,2048,3,4000,FASTMAP-FASTESTMAP,0.0319005107470277,12.7715992250509,122.882642419096,3852.05877716379,pass
compMRS089,S07,DP12,sub-01,Mouse,C57BL-6,NaN,,46,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0254842808319866,10.2028216966233,60.7832558865314,2385.12737664699,pass
compMRS090,S07,DP12,sub-02,Mouse,C57BL-6,NaN,,47,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0226815601737178,9.08070931534279,97.8997839602128,4316.27203818431,pass
compMRS091,S07,DP12,sub-03,Mouse,C57BL-6,NaN,,45,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0271861699298017,10.8841406589391,90.0642227777391,3312.86911728636,pass
compMRS092,S07,DP12,sub-04,Mouse,C57BL-6,NaN,,35,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0195996162965166,7.84683803101317,103.451405227301,5278.23625025185,pass
compMRS093,S07,DP12,sub-05,Mouse,C57BL-6,NaN,,49,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0264223174304707,10.5783280512257,89.1865971990553,3375.42675557306,pass
compMRS094,S07,DP12,sub-06,Mouse,C57BL-6,NaN,,50,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0213982383431937,8.56694690650531,85.2841773908371,3985.57002791606,pass
compMRS095,S07,DP12,sub-07,Mouse,C57BL-6,NaN,,34,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0296009087272773,11.8509670544329,59.2240899734574,2000.75242686325,pass
compMRS096,S07,DP12,sub-08,Mouse,C57BL-6,NaN,,43,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2.2,5.808,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0345426455476178,13.8294181717576,62.8244550008096,1818.75053299564,pass
compMRS097,S07,DP13,sub-01,Mouse,C57BL-6,201,,30,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0222760064812345,8.91837405250272,69.3852312417592,3114.79668944296,pass
compMRS098,S07,DP13,sub-02,Mouse,C57BL-6,201,,31,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0295720308568532,11.8393369634648,77.5056857562578,2620.91183833241,pass
compMRS099,S07,DP13,sub-03,Mouse,C57BL-6,201,,33,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0251010704912797,10.0494550083404,72.4637873982827,2886.88035928417,pass
compMRS100,S07,DP13,sub-04,Mouse,C57BL-6,201,,33,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0344709903550668,13.8007701244925,53.6816871726793,1557.30040302683,pass
compMRS101,S07,DP13,sub-05,Mouse,C57BL-6,201,,32,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0256543754044031,10.2709581122754,50.8611571202564,1982.55292980265,pass
compMRS102,S07,DP13,sub-06,Mouse,C57BL-6,201,,35,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0286114454884908,11.4548697638111,53.945774889806,1885.46135886445,pass
compMRS103,S07,DP13,sub-07,Mouse,C57BL-6,201,,37,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0252688789554406,10.1166381598655,58.0050656761356,2295.5140106699,pass
compMRS104,S07,DP13,sub-08,Mouse,C57BL-6,201,,34,Varian,9.4,"quad Tx/Rx - 2 loops",FALSE,SPECIAL,Lhippocampus,2.2 x 1.2 x 2,5.28,480,VNMRJ 1.1D,4159.733777,2048,3,4000,FASTMAP-FASTESTMAP,0.0235251654667512,9.41848573520529,78.323210909626,3329.33730138147,pass
compMRS105,S08,DP14,sub-01,Mouse,C57BL-6,153,M,33.1,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0289571489243319,8.6965120054573,52.3296062627564,1807.13945283423,pass
compMRS106,S08,DP14,sub-02,Mouse,C57BL-6,154,M,34.1,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0260573034007554,7.82563374654283,53.085306200038,2037.2524886247,pass
compMRS107,S08,DP14,sub-03,Mouse,C57BL-6,155,M,35.8,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0248871281977288,7.47420780890386,63.0841361272562,2534.80978705342,pass
compMRS108,S08,DP14,sub-04,Mouse,C57BL-6,155,M,31.7,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0179049684824968,5.37728495602274,82.428192432239,4603.64912190813,pass
compMRS109,S08,DP14,sub-05,Mouse,C57BL-6,155,M,31,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0201241855978464,6.04377481013294,76.9219507009726,3822.36341078092,pass
compMRS110,S08,DP14,sub-06,Mouse,C57BL-6,156,M,34.8,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0271595868174483,8.15662505793256,62.9289146107441,2317.00559488322,pass
compMRS111,S08,DP14,sub-07,Mouse,C57BL-6,156,M,31.8,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0283233056517634,8.506103277957,69.3803929515962,2449.586704484,pass
compMRS112,S08,DP14,sub-08,Mouse,C57BL-6,159,M,32.7,Bruker,7,"2-channel phased-array cooled surface coil for transmission/reception",FALSE,STEAM,Lstriatum,2 x 2 x 2,8,256,PV6.0,3301.06,2048,3,2500,MAPSHIM,0.0186110567390994,5.58934620154733,71.4526147375253,3839.25618728638,pass
compMRS113,S09,DP15,sub-01,Mouse,C57BL-6,137,M,25.6,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.040299304181698,12.1100775864122,42.4708299695381,1053.88494496206,pass
compMRS114,S09,DP15,sub-02,Mouse,C57BL-6,142,M,29.2,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.037907000325052,11.3911747591417,39.9006443993707,1052.59303182059,pass
compMRS115,S09,DP15,sub-03,Mouse,C57BL-6,142,M,29.2,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.0534550056380142,16.0634311024213,21.6142835490353,404.34536094529,pass
compMRS116,S09,DP15,sub-04,Mouse,C57BL-6,56,M,34.5,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.0394240690504008,11.847067092454,32.1874805922024,816.442375622188,pass
compMRS117,S09,DP15,sub-05,Mouse,C57BL-6,144,M,29.1,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.0309329406014243,9.29545605116024,40.4106189289478,1306.39435317983,pass
compMRS118,S09,DP15,sub-06,Mouse,C57BL-6,144,M,33,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.0430818232407176,12.9462398927463,23.422171244523,543.667131115895,pass
compMRS119,S09,DP15,sub-07,Mouse,C57BL-6,147,M,33.6,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.041655544993128,12.5176280921079,22.1860373598892,532.607060201691,pass
compMRS120,S09,DP15,sub-08,Mouse,C57BL-6,147,M,33.5,Bruker,7,"Volume Tx + Rx array",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV6.01,3004.8,2048,32,4000,MAPSHIM,0.0280602064634295,8.43218783089806,27.7849807843556,990.191601781953,pass
compMRS121,S09,DP16,sub-01,Mouse,C57BL-6,261,M,31.7,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.044364119068388,13.3231025700874,14.4723015761007,326.216363133266,pass
compMRS122,S09,DP16,sub-02,Mouse,C57BL-6,262,M,40.9,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,NaN,NaN,NaN,NaN,fail
compMRS123,S09,DP16,sub-03,Mouse,C57BL-6,210,M,39,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0357110220315347,10.7244691727827,17.0922974522904,478.628067188808,pass
compMRS124,S09,DP16,sub-04,Mouse,C57BL-6,157,M,36.3,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0368542238536533,11.0677852439303,16.9677530747735,460.401856301513,pass
compMRS125,S09,DP16,sub-05,Mouse,C57BL-6,84,M,32,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0315050810930448,9.46136991473713,20.8938959352034,663.191307887667,pass
compMRS126,S09,DP16,sub-06,Mouse,C57BL-6,158,M,30,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0303487770860554,9.11411836838006,20.7693851441667,684.3565750697,pass
compMRS127,S09,DP16,sub-07,Mouse,C57BL-6,158,M,33.3,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0343252529961827,10.3083065479694,17.6264612120483,513.512929213035,pass
compMRS128,S09,DP16,sub-08,Mouse,C57BL-6,158,M,33.6,Bruker,7,"Bruker Tx-Rx ""mouse head"" volume coil with inner diameter 23 mm",FALSE,sLASER,Rhippocampus,2.6x1.6x2.2,9.152,512,PV7.0,3004.8,2048,32,4000,MAPSHIM,0.0393413922031645,11.8147136123323,14.9546933912127,380.126186536169,pass
compMRS129,S10,DP17,sub-01,Mouse,BALB-c,70,F,23,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Lhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,NaN,NaN,NaN,NaN,fail
compMRS130,S10,DP17,sub-02,Mouse,BALB-c,68,F,22,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0325035744259683,21.137834248954,9.10538891976307,280.135003013343,pass
compMRS131,S10,DP17,sub-03,Mouse,BALB-c,68,F,21,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0189153735008683,12.3011071496565,10.3525862681629,547.310697707748,pass
compMRS132,S10,DP17,sub-04,Mouse,BALB-c,146,F,26,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.057633865041176,37.4806704671957,6.83874106234043,118.658380059268,pass
compMRS133,S10,DP17,sub-05,Mouse,BALB-c,76,F,20,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0377373476858311,24.5414718560856,7.94059016313743,210.417282879656,pass
compMRS134,S10,DP17,sub-06,Mouse,BALB-c,76,F,20,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0205739511876311,13.379716036799,11.1110262188716,540.053104896618,pass
compMRS135,S10,DP17,sub-07,Mouse,BALB-c,76,F,22,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0194415093173747,12.6432609699253,12.2230211328848,628.707418408158,pass
compMRS136,S10,DP17,sub-08,Mouse,BALB-c,68,F,24,Bruker,15.2,"Volume Tx + Rx array",FALSE,PRESS,Rhippocampus,1.2 x 1.0 x 1.2,1.44,128,PV7.0.0,7142.86,4096,16.5,4000,MAPSHIM,0.0333186082133739,21.6678558533857,7.49388294575837,224.915845757038,pass
compMRS137,S11,DP18,sub-01,Mouse,129S6,540,F,24.6,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0160250594727916,6.415459697433,56.423021018727,3520.92428203002,pass
compMRS138,S11,DP18,sub-02,Mouse,129S6,540,F,NaN,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0153257052549649,6.13552761594932,60.6640478929423,3958.32014799381,pass
compMRS139,S11,DP18,sub-03,Mouse,129S6,540,F,33.4,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0152473610130847,6.10416663425313,68.3202761344436,4480.79350097461,pass
compMRS140,S11,DP18,sub-04,Mouse,129S6,540,F,26.1,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0148400678464871,5.94111419547394,56.4194384533138,3801.83157091624,pass
compMRS141,S11,DP18,sub-05,Mouse,129S6,540,F,31.8,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.014574922741331,5.83491009832658,62.2956816901861,4274.16891298713,pass
compMRS142,S11,DP18,sub-06,Mouse,129S6,540,F,22.8,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0182131391214114,7.29148464914838,56.2314913009995,3087.41348353803,pass
compMRS143,S11,DP18,sub-07,Mouse,129S6,540,F,31,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0196433420618806,7.86407033900895,55.4589283237179,2823.29392569812,pass
compMRS144,S11,DP18,sub-08,Mouse,129S6,540,F,39.7,Bruker,9.4,"Volume Tx+ Rx array cryoprobe",TRUE,LASER,Rhippocampus,1.8 x 1.2 x 2.0,4.32,128,PV6.0.1,8000,2048,20.5,4000,MAPSHIM,0.0181986900413458,7.28571447666893,59.6713882165603,3278.88370432114,pass
compMRS145,S12,DP19,sub-01,Rat,Fischer-344,180,F,235,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS146,S12,DP19,sub-02,Rat,Fischer-344,180,F,258,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS147,S12,DP19,sub-03,Rat,Fischer-344,180,M,467,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS148,S12,DP19,sub-04,Rat,Fischer-344,180,M,446,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS149,S12,DP19,sub-05,Rat,Fischer-344,180,M,458,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS150,S12,DP19,sub-06,Rat,Fischer-344,180,M,462,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS151,S12,DP19,sub-07,Rat,Fischer-344,360,F,269,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS152,S12,DP19,sub-08,Rat,Fischer-344,360,M,493,Bruker,7,"20-mm diameter  loop surface coil",FALSE,PRESS,Lhippocampus,4 x 1.5 x 1.2,7.2,1000,PV6.0.1,4000,2048,16,2500,MAPSHIM,NaN,NaN,NaN,NaN,pass
compMRS153,S13,DP20,sub-01,Mouse,C57BL-6J,88,F,32,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0170610613829738,8.5355874070505,87.7699918587954,5144.46257994159,pass
compMRS154,S13,DP20,sub-02,Mouse,C57BL-6J,151,F,41,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.014459006049878,7.23378608726274,82.5975642254019,5712.53403867959,pass
compMRS155,S13,DP20,sub-03,Mouse,C57BL-6J,152,F,43,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0157946244079638,7.9019920095306,75.0943845054815,4754.4267318961,pass
compMRS156,S13,DP20,sub-04,Mouse,C57BL-6J,156,F,42.5,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0193016168387023,9.6565187066855,68.0784372831786,3527.08469202809,pass
compMRS157,S13,DP20,sub-05,Mouse,C57BL-6J,156,F,41.5,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.019082427803373,9.54688270942888,70.6424366457816,3701.96273627693,pass
compMRS158,S13,DP20,sub-06,Mouse,C57BL-6J,157,F,45,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0209983948313265,10.5054208831955,71.523310065697,3406.13226107144,pass
compMRS159,S13,DP20,sub-07,Mouse,C57BL-6J,157,F,42,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0202593333411541,10.135670671777,71.9127445659973,3549.61060934401,pass
compMRS160,S13,DP20,sub-08,Mouse,C57BL-6J,158,F,44,Bruker,11.7,"cryoprobe",TRUE,STEAM,Rstriatum,1.9 x 2.2 x 1.7,7.106,256,PV6.0.1,10000,4096,2.704,5000,MAPSHIM,0.0184459521664061,9.22843995209266,72.9209470502214,3953.22216995801,pass
